번호,제작연도,영화명,장르,감독,프로듀서,각본,캐스팅,크랭크인,크랭크업,제공,배급,제작사,개봉(예정),비고
416,2019,욕창,드라마,심혜정,김선태,심혜정,"김종구 , 강애심 , 전국향 , 김도영 , 김재록 , 권미아 , 이재인 , 김주아 , 유용우 , 강말금 , 김정현 , 이상현 , 이기열 , 김용래 , 조병희 , 정기현 , 정승원 , 박준식 , 신민임 , 김해련 , 이영자 , 이은정 , 김홍빈 , 임승미 , 차경희 , 김용준 , 홍지석 , 이소연 , 김정호",,,,필름다빈,,2020-07-02,"제26회 브졸국제아시아 영화제 심사위원 우수상, 이날코 심사위원상 제42회 모스크바 국제영화제 , 제20회 전주국제영화제 제21회 국제여성영화제 , 제19회 서울국제뉴미디어페스티벌 제14회 런던한국영화제 , 제19회 전북독립영화제 제45회 서울독립영화제"
417,2020,"시, 나리오","드라마,멜로/로맨스",김동원,김수완,,"신소율 , 오태경 , 신동미",2018-07-01,2018-07-31,(주)콘텐츠판다,(주)노바이앤티,썸머트리 주식회사,2020-07-02,
418,2019,테우리,드라마,이난,"박재현 , 신병훈",이난,"서현우 , 한사명 , 유지연 , 서진원 , 김대진 , 임호경 , 노시홍 , 김현아 , 김지원 , 허나경 , 성빈 , 조영지 , 이현아 , 이근후 , 최윤빈 , 정승욱 , 남태하 , 마정석 , 오재균 , 최재훈 , 박지원 , 한서희 , 천윤경 , 손수오 , 이숙자 , 김은서 , 이규하 , 성충모 , 이훈민 , 강기목 , 유창호 , 이돈우 , 최임규 , 한시원 , 송길호 , 김도담 , 김범진 , 김태현 , 이정환 , 박세문 , 최정한 , 김사훈 , 이원상 , 백길찬 , 원성연 , 김광일 , 장현우",,,,(주)26컴퍼니,(주)26컴퍼니,2020-07-09,제21회 전주국제영화제 코리안시네마 초청작
419,2020,부활,다큐멘터리,구수환,,,,,,,(주)중헌홀딩스,(주)중헌홀딩스,2020-07-09,
420,2019,불량한 가족,"코미디,드라마",장재일,윤재성,"윤재성 , 장재일","박원상 , 도지한 , 김다예 , 박초롱 , 서지희 , 박유하 , 이가원 , 박하은 , 김영희 , 안여진 , 이승아 , 재성 , 김민동 , 좌채원 , 이인하 , 홍나현 , 윤영목 , 박신후 , 박진성 , 김자성 , 이진희 , 김동건 , 이채린 , 정원 , 김병철 , 조혜림 , 박주환 , 성일 , 선비 , 염승재 , 최숙규 , 김성연 , 주영호 , 하주희",2018-07,,,"(주)스톰픽쳐스코리아 , 와이드 릴리즈(주)",(주)발자국 공장,2020-07-09,
421,2020,반도,"액션,드라마",연상호,김연호,"연상호 , 류용재 , 김환채 , 최성준","강동원 , 이정현 , 권해효 , 김민재 , 구교환 , 김도윤 , 이레 , 이예원 , 김규백 , 황영희 , 장소연 , 문우진 , 차시원 , 박종범 , 김태준 , 이승진 , 안현빈 , 고동형 , 오진호 , 박성현 , 윤영균 , 오문강 , 유동균 , 김민송 , 김시호 , 박세준 , 김철윤 , 강전영 , 신희철 , 조용환 , 손윤환 , 조석인 , 김희수 , 김성호 , 이세랑 , 김세동 , 채우식 , 황윤호 , 김정승 , 이한 , 김평조 , 장나라 , 박범석 , 허승 , 김원훈 , 최세인 , 조전범 , 이조풍 , 미석 , 장격수 , 유성주 , 박충환 , 원진호 , 용재화 , 김이연 , 김희 , 선우 , 이태경 , 황필성 , 장락천 , 한성수 , 김윤도 , 박종범 , 박수찬 , 고나영 , 박찰리 , 이한 , 김만호 , 황윤호 , 김한솔 , 정현옥 , 윤상원 , 성백인 , 박시연 , 배윤민 , 최성식 , 남상우 , 권용덕 , 하길현 , 이보영 , 문바롬 , 김진욱 , 이단 , 이태환 , 안재원 , 전아희 , 지성은 , 이재우 , 김현우 , 명승훈 , 김민환 , 김빛나래 , 민정은 , 조현수 , 현직 , 김평조 , 한철훈 , 노재훈 , 김정승 , 김온림 , 김희진 , 강춘성 , 유성재 , 김태환 , 유재연 , 이유진 , 김오복 , 김은해 , 이승진 , 이도헌 , 전한승 , 강준석 , 공민규 , 김기태 , 김통령 , 김찬욱 , 김승완 , 배성민 , 소윤호 , 오재세 , 오현근 , 임지한 , 진근호 , 최정현 , 곽한훈 , 한시원 , 김영조 , 김왕도 , 박은철 , 이웅규 , 정승욱 , 김성호 , 김예원 , 김단비",2019-06-24,2019-10-31,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),(주)영화사레드피터,2020-07-15,2018 JIMFF 한국 음악영화의 오늘 부문 초청작/2018 EBS 국제다큐영화제 한국 다큐멘터리 파노라마 부문 초청작 2020 칸국제영화제 공식 초청작
422,2019,팡파레,"드라마,스릴러,범죄",이돈구,이돈구,이돈구,"임화영 , 남연우 , 이승원 , 박세준 , 박종환 , 양조아 , 김기정 , 한명수 , 박성남 , 박상아 , 이승주 , 김경욱 , 고기혁 , 이하주 , 최윤주 , 이유아 , 송은정",2018-10-23,2018-10-31,,㈜인디스토리,디케이 프로덕션,2020-07-09,"제23회 부천국제판타스틱영화제 - 감독상, 여우주연상 수상 제45회 서울독립영화제 특별초청"
423,2020,광주비디오: 사라진 4시간,다큐멘터리,이조훈,,,,,,,(주)인디플러그,(주)훈프로,2020-07-16,
424,2020,프리즈너,액션,양길영,김원범,김원영,"오지호 , 조운 , 이재용 , 정찬 , 손성윤 , 장영진 , 서범식 , 서인걸 , 왕휘 , 하제용 , 줄리엔 강 , 오승은 , 이시영 , 김다한",,,(주)영화사피어나,(주)박수엔터테인먼트,영화사 인연,2020-07-23,
425,2019,강철비2: 정상회담,"드라마,액션",양우석,최태영,양우석,"정우성 , 유연석 , 곽도원 , 앵거스 맥페이든 , 신정근 , 류수영 , 염정아 , 김용림 , 김명곤 , 장광 , 이재용 , 안내상 , 손종학 , 하쿠류 , 크리스틴 달튼 , 스콧 로웰 , 서동갑 , 김승태 , 정진각 , 유성주 , 김중희 , 김중기 , 신수연 , 심희섭 , 손승범 , 전운종 , 김호준 , 김중기 , 최원 , 서지원 , 조유신 , 김재일 , 이승찬 , 권혁성 , 이태형 , 최민철 , 박성현 , 최재훈 , 박윤석 , 이수련 , 고윤 , 이남희 , 전영미 , 공대유 , 서지원 , 현대철 , 최희진 , 김다영 , 김진욱 , 조민국 , 조의진 , 고현철 , 김세윤 , 김연 , 이동호 , 위민국 , 하진철 , 이재영 , 박범기 , 박범석 , 권동원 , 지웅배 , 김평조 , 류한선 , 이민수 , 김한 , 이충배 , 신훈희 , 한상균 , 임평순 , 김진숙 , 김우진 , 이육헌 , 이지혁 , 조성재 , 송채린 , 권훈 , 김영조 , 오재세 , 남찬규 , 양욱 , 김상화 , 류근식 , 김왕도 , 홍인아 , 강지훈 , 김선홍 , 장나라 , 김시원 , 한민희 , 이덕건 , 이순풍 , 김상욱 , 김우택 , 김용우 , 정상균 , 구본혁 , 최민혁 , 김민호 , 최나린 , 문근식 , 김용우 , 최병문 , 권관옥 , 박경준 , 한동균 , 백승환 , 최현종 , 홍경훈 , 유현식 , 김탁 , 이진희 , 홍현종 , 최기상 , 육효명 , 이정철 , 양영일 , 김지한 , 이규연 , 고재운 , 표성균 , 정승기 , 임재혁 , 문지완 , 최승혁 , 강민규 , 백남해 , 전병도 , 김종표 , 추태균 , 안영진 , 이선희 , 안승현 , 손인숙 , 이승미 , 김애란 , 김철웅 , 박문희 , 박현옥 , 안찬성 , 이미경 , 박천호 , 정석희 , 한옥순 , 유영숙 , 한재완 , 박미숙 , 조혜경 , 이원 , 김도현 , 김도빈 , 전지호 , 문장택 , 이용기 , 인승주 , 임정빈 , 박주현 , 최민서 , 박민혁 , 김영욱 , 김진우 , 이종현 , 이상직 , 윤정도 , 김상우 , 송승표 , 신민규 , 김성우 , 고태관 , 박종훈 , 허인홍 , 경성현 , 최현채 , 김태준 , 조우진 , 유현주 , 김규민 , 정세미 , 고해성 , 강태식 , 박소라 , 이동규 , 신동호 , 유재상",2019-08-27,2019-11-07,"(주)와이웍스엔터테인먼트 , 롯데컬처웍스(주)롯데엔터테인먼트",롯데컬처웍스(주)롯데엔터테인먼트,(주)스튜디오게니우스우정,2020-07-29,양우석 『정상회담:스틸레인3』 웹툰 원작 / A.K.A. 정상회담
426,2020,카오산 탱고,"드라마,멜로/로맨스",김범삼,"박제욱 , 장훈",,"홍완표 , 현리 , 오창경 , 이재원 , 유우키 타카시 , 히로사와 소우 , 최일순 , 조성희 , 조하영 , 손준영",,,,(주)영화사 그램,,2020-07-30,제19회 전주국제영화제 코리아 시네마스케이프부문 초청 제42회 몬트리올국제영화제 공식초청 제1회 태국국제영화제 장편경쟁부문 심사위원 특별언급 수상
427,2019,루비,드라마,박한진,김승후,"김명진 , 윤서비","박지연 , 김영준 , 김영준",,,,주식회사 더쿱,후앤유아츠(주),2020-07-30,제24회 부산국제영화제 한국영화의 오늘 - 비전 초청작 동아신춘문예 당선작 원작
428,2018,어게인,"뮤지컬,드라마",조창열,"김주한 , 임형근",조창열,"김예은 , 예수정 , 김홍표 , 소이 , 이유 , 예인 , 조수현 , 유미란 , 한영광 , 서한결 , 이인하 , 조휘주 , 양병철 , 박병우 , 김정인 , 석현 , 이다니 , 이윤지 , 이윤하 , 이재한 , 문만승 , 김서진 , 이지형 , 양현소 , 지우",,,"(주)하늬바람 , (주)에스와이코마드",(주)에스와이코마드,(주)하늬바람,2020-07-30,"2019 미국 주크박스 국제영화제 공식초청작, 최우수감독상 수상 2019 서울 국제영화제 공식초청작, 최우수한국영화상 수상 2019 천안 춤 영화제 공식 초청작"
429,2019,침입자,"미스터리,스릴러",손원평,"박경원 , 유영채",손원평,"송지효 , 김무열 , 예수정 , 이해운 , 한혜지 , 허준석 , 임선우 , 한대훈 , 최원 , 강규린 , 강정웅 , 강지현 , 고민지 , 곽성은 , 김기대 , 김명희 , 김무열 , 김보경 , 김성곤 , 김수연 , 김수현 , 김지우 , 김진성 , 김진옥 , 김휘열 , 박 준 , 박경찬 , 박금철 , 박민하 , 박세정 , 배유리 , 백승환 , 서현우 , 소회정 , 손영옥 , 송우찬 , 송화정 , 신동원 , 신혜경 , 신희철 , 양말복 , 예수정 , 오태은 , 우 정 , 유미선 , 윤서진 , 최원 , 이가현 , 최가은 , 최상훈 , 최영우 , 이상희 , 최지희 , 한서희 , 이요성 , 이유선 , 한혜지 , 한희경 , 이장원 , 홍고은 , 홍범기 , 이제연 , 황서령 , 황유연 , 이진승 , 이홍내 , 임혜진 , 임희수 , 지성근 , 장성윤 , 진명룡 , 정현성 , 정경임 , 정예진 , 정미경 , 김기태 , 이순화",2019-02-13,2019-05-14,(주)에이스메이커무비웍스,(주)에이스메이커무비웍스,(주)비에이엔터테인먼트,2020-06-04,
430,2019,프랑스여자,드라마,김희정,"도위석 , 도위석",김희정,"김호정 , 김지영 , 김영민 , 류아벨 , 강진철 , 김강희 , 김건회 , 김금순 , 김남수 , 김다현 , 김영비 , 김영준 , 여모델3 , 김준일 , 김해내린 , 김현진 , 김화인 , 김희순 , 박종태 , 박현선 , 백수장 , 서유진 , 송시영 , 송시영 , 송영규 , 양상민 , 원채원 , 이미래 , 이선규 , 이수정 , 이순규 , 한선 , 이인혁 , 이인혁 , 정효진 , 이형상 , 임민주 , 임지민 , 임혁진 , 조현석 , 주민진 , 전운종 , 전지연 , 김예은",2018-07-24,,롯데컬처웍스(주)롯데엔터테인먼트,"(주)디스테이션 , 롯데컬처웍스(주)롯데엔터테인먼트",(주)인벤트스톤,2020-06-04,
431,2019,결백,드라마,박상현,박준,박상현,"신혜선 , 배종옥 , 허준호 , 태항호 , 홍경 , 고창석 , 박철민 , 김수현 , 차순배 , 정인겸 , 최홍일 , 김중희 , 한이진 , 김도윤 , 신철진 , 김정팔 , 하성광 , 김현아 , 주석제 , 윤가현 , 한철우 , 곽자형 , 신현용 , 신원우 , 김정현 , 하윤서 , 김재철 , 이동규 , 숭의열 , 권혁훈 , 성규찬 , 김진욱 , 성열석 , 김상욱 , 고병택 , 고병택 , 길창규 , 정애화 , 황도윤 , 조민준 , 이지우 , 이지우 , 박시윤 , 헨니 사비니지 , 홍은진 , 김덕주 , 이민섭 , 김동현 , 박성훈 , 김미준 , 이소윤 , 임마리아 , 노형원 , 이한종 , 김지성 , 신문성 , 조민정 , 신혜정 , 남상우 , 이원상 , 한우열 , 노준표 , 정한빈 , 서정원 , 김예진 , 조원준 , 김경태 , 윤민 , 이광섭 , 하승연 , 이재현 , 전정일 , 이상철 , 허성우 , 김가은 , 황재필 , 노태현 , 신정식 , 고경옥 , 이진희 , 이솔 , 방예슬 , 권지희 , 정시후 , 신재영 , 김정 , 노영애 , 오영욱 , 이장숙 , 홍현종 , 정세영 , 정승균 , 정승균 , 황영수 , 김지한 , 고재운 , 김석훈 , 박성근 , 배해선 , 박진영 , 김영재 , 원우",2018-12-03,2019-02-28,"(주)키다리이엔티 , 소니 픽쳐스 인터내셔널 프로덕션","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점 , (주)키다리이엔티",(주)이디오플랜,2020-06-10,
432,2019,사라진 시간,"미스터리,드라마",정진영,"장원석 , 유영채 , 김솔",정진영,"조진웅 , 배수빈 , 정해균 , 차수연 , 장원영 , 신강균 , 고덕순 , 고혜란 , 권용채 , 김경태 , 김귀례 , 김다연 , 김동환 , 김민준 , 김선호 , 김유진 , 김윤성 , 김재영 , 류다무현 , 리티 , 명도진 , 박경관 , 박두식 , 박민희 , 박복만 , 박시은 , 박연수 , 소재연 , 신동미 , 안다혜 , 염재욱 , 오주석 , 왕현영 , 우민준 , 유준아 , 윤영섭 , 차선희 , 최광기 , 최교식 , 이도형 , 이선빈 , 한나라 , 이영희 , 이예원 , 이육현 , 이장원 , 이재현 , 이준후 , 이지호 , 이지후 , 조영애 , 조준호 , 장원영 , 정진우 , 강 민 , 김건",2018-09-30,2018-11-18,(주)에이스메이커무비웍스,(주)에이스메이커무비웍스,"(주)비에이엔터테인먼트 , (주)다니필름",2020-06-18,
433,2019,야구소녀,드라마,최윤태,온정준,최윤태,"이주영 , 이준혁 , 염혜란 , 송영규 , 곽동연 , 주해은 , 이채은 , 김종수 , 고여진 , 고영현 , 고혜진 , 곽대이 , 권영은 , 김강철 , 김경진 , 김관성 , 김규원 , 김동현 , 김동현 , 김명주 , 김민서 , 김보미 , 김보민 , 김사훈 , 김서은 , 김수지 , 김승혁 , 김용균 , 김재근 , 김재형 , 김종수 , 김종수 , 김지은 , 김지찬 , 김진홍 , 김찬혁 , 김태권 , 김태균 , 김태민 , 김태훈 , 김하늘 , 김하솔 , 김현경 , 김형순 , 김호건 , 김홍근 , 김효경 , 남기정 , 남대한 , 노지환 , 류성록 , 민병민 , 민충기 , 박경찬 , 박근신 , 박지안 , 박연수 , 박은지 , 박인철 , 박조은 , 박종욱 , 박지아 , 박한나 , 서동주 , 서보영 , 서주원 , 서진원 , 성영재 , 신익훈 , 신재균 , 신치영 , 안진솔 , 안효리 , 오경원 , 오준혁 , 원동일 , 원성연 , 원혜련 , 유재명 , 유지민 , 유채민 , 유해준 , 윤진 , 윤영준 , 윤정은 , 윤준영 , 윤지현 , 최봄솔 , 최성윤 , 이동기 , 최완호 , 이동희 , 이문정 , 최윤빈 , 이빛나 , 이빛나 , 이상호 , 이서연 , 최준형 , 이슬기 , 이승열 , 한병수 , 한상조 , 한영배 , 이은균 , 한휘수 , 이장유 , 허정도 , 홍다솜 , 홍민기 , 홍민호 , 홍상표 , 홍성덕 , 홍수민 , 이종석 , 이종원 , 이주노 , 이주안 , 홍준호 , 이주희 , 이준원 , 이준창 , 황재열 , 정혜민 , 이학민 , 정회훈 , 이한별 , 조명희 , 조민호 , 조보연 , 임정수 , 조정흠 , 임호준 , 주동은 , 주진오 , 주해은 , 지규리 , 장우영 , 장이삭 , 장재원 , 장준휘 , 정지만 , 장효택 , 전문숙 , 정현서 , 전은희 , 전지만 , 정다소 , 강경원 , 김건우 , 김희수",2018-12,2019-02-10,영화진흥위원회,"(주)싸이더스 , 찬란",한국영화아카데미,2020-06-18,제24회 부산국제영화제 한국영화의 오늘-파노라마 초청 제45회 서울독립영화제 초청 - 독립스타상 배우부문 이주영 수상
434,2019,열혈형사,코미디,윤여창,"함동갑 , 고성훈 , 서주한 , 유선아 , 윤민주",이준호,"김인권 , 김승현 , 천이슬 , 고성규 , 권대정 , 김다희 , 김대권 , 김덕훈 , 김은지 , 김현국 , 문승현 , 박노훈 , 박선임 , 배송이 , 서도현 , 손상혁 , 신라경 , 얀츠카 , 유상훈 , 이건창 , 최승호 , 이병헌 , 최희정 , 편소희 , 편승준 , 하주희 , 홍지혜 , 조연희 , 조재한 , 줄리아 , 지현정 , 고성훈 , 김 환 , 김 환",,,(유)조이앤시네마,(주)제이앤씨미디어그룹,굿픽처스,2020-06-18,
435,2018,바다로 가자,"가족,다큐멘터리,전쟁",김량,,,"김주영 , 이광자 , 조영진 , 박미성 , 최준우 , 홍근진 , 김경재 , 김금복 , 김기형 , 김성덕 , 김송순 , 김일영 , 박경순 , 윤복자 , 이연빈 , 이소희 , 홍성민 , 황동웅 , 제성호 , 정순덕 , 고경빈 , 김동우 , 김주영 , 김태균",,,,ZONE Film,ZONE Film,2020-06-18,"2017 통일부 영화제작지원 대상 프로젝트 제44회 서울독립영화제 , 제20회 부산독립영화제 제16회 서울환경영화제 , 제7회 디아스포라영화제 제24회 부산국제영화제 , 제6회 가톨릭영화제 제 17회 서울국제사랑영화제"
436,2019,#살아있다,드라마,조일형,송대찬,맷 네일러,"유아인 , 박신혜 , 전배수 , 고나영 , 권용채 , 김경태 , 김다영 , 김단비 , 김라희 , 김미래 , 김미래 , 김윤도 , 김학선 , 김현우 , 김훈만 , 나경철 , 나경철 , 노정미 , 박수찬 , 박윤호 , 박재현 , 박철민 , 박철민 , 소회정 , 손경원 , 신연우 , 심소연 , 양말복 , 양수진 , 연재흠 , 연제이 , 염정연 , 예효승 , 오혜원 , 유연 , 윤예나 , 은 한 , 최계형 , 최다인 , 이규호 , 이동규 , 이승진 , 이승창 , 한상균 , 한성수 , 이유진 , 이재영 , 이재영 , 황윤호 , 이채경 , 이현욱 , 이회원 , 임우찬 , 임은지 , 주보비 , 진소연 , 장의돈 , 장지건 , 전배수 , 전운종 , 정세미 , 정영도 , 강현구 , 조한준",2019-10-01,2019-12-12,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,"영화사 집 , (주)퍼스펙티브픽쳐스",2020-06-24,
